"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Indonesia","IDN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","5672436321.23077","6786548583.89667","7849693251.53374","8178082191.78082","8066696893.09851","9194216867.46988","13269156626.506","19517108433.7349","24092048192.7711","29046506024.0964","35025783132.5301","40365118182.8684","37311174029.9353","51342286960.5388","65448745347.6854","73330109844.2698","58087455109.3649","61393944672.4939","61770878923.2111","60132466688.9738","54222527191.5285","60792610172.8585","65495856729.3475","77508422169.6686","85553554573.278","92635473319.1456","106710310636.275","119927478884.647","140291997674.464","158986295521.496","147839991607.834","70128577939.1459","112768643663.948","112515230458.414","112375791961.71","146510069592.168","179055103355.751","192859708255.971","207174698941.24","259925016022.21","310716978776.939","352287532712.906","368489678402.782","492495749766.152","575804641319.238","602471771574.198","605434052714.248","592963201343.839","578489153447.886","627662372746.332","674331684086.954","687910961416.825","746887992384.266","722454168285.582","",
"IDA only","IDX","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180319380033.453","184989235508.863","185946364708.893","190795627771.354","186829304716.409","213634375391.754","243151758130.678","252971728224.962","268503641480.206","274638585001.328","291647880078.375","288888520520.019","304092447259.084","336502086414.036","384247337067.667","441265309444.462","499650516291.394","601154517463.999","721123521301.638","735624752485.061","800208091832.937","710410588288.143","723655758604.244","783681811998.765","814934074681.895","811287412327.438","823519874494.268","886483964407.942","966238066291.357","1006538593846.66","1048309375203.08","",
"Isle of Man","IMN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","34792321597.8286","36540969271.0053","38915229736.2544","43778123130.3408","51117805615.9789","54394573193.3494","42851042995.1786","47393058419.7813","47799884222.732","51881738172.032","55326240285.62","60584508355.3497","64036134461.1337","75179842896.6336","89810713779.2605","85890197379.1122","87093123892.0063","103806104431.437","118062230214.082","131100916822.995","163030988932.962","165954198991.873","171249039431.681","186910754483.325","180250751259.281","195098643410.574","210914482586.368","232654341141.533","242384054729.489","236049824184.095","251521172783.362","210943629036.731","220938810649.23","213533601508.722","246362106616.09","267475945977.85","294225311846.494","311653617466.353","319041539947.982","349552225510.105","354513217160.806","368490057154.419","382824139263.44","439852545441.488","487583927750.502","555766446476.004","619748008187.936","798453757984.834","805841227907.796","904693988089.04","1101423274556.54","1226760926734.35","1227163968391.32","1261474206844.74","1398200610122.73","1460638226562.39","1597267269306.12","1842570823752.73","1896331447405.64","2058484120655.32","1890959358869.65","",
"Not classified","INX","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","3797238707.23871","4391835952.47221","5248400865.46027","6192178275.13023","6994032406.55496","8121336236.9338","8077257288.42344","9451573018.27174","12259438236.1824","15809522888.4591","19283691535.8472","18367212574.4708","17692465906.5504","16980140941.568","16137933242.2742","17203996002.332","23386573760.0678","27026575374.5318","29445358128.3743","29941317111.2847","36694023707.1773","37733024464.4442","42490380544.0172","38911601348.9941","42177910482.9211","48139738636.3636","52541537298.3871","54945359360.0764","57833844342.2676","61787121291.6642","61797377840.008","66671484219.4024","77630213814.9425","99659637549.9072","116489354730.501","126473082479.166","139415535908.075","167549353658.801","184643452388.013","159164566722.838","146447993393.9","155660492105.769","142909072653.969","147859276384.558","153202070109.68","132376927175.939","138957917049.3","147411486689.812","163151132962.07","164507471050.933","160561070123.088","",
"Iran, Islamic Rep.","IRN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","3878276756.81314","3997584337.11707","4140385922.27321","4290071101.41065","4457316042.12949","4864040213.29362","5321654384.14902","5934494560.34797","6250256496.75769","7274984343.59223","8245151101.23221","10235364926.7555","12017714494.6567","16721326214.5666","26720505892.3735","35922072191.0422","40358553558.2514","50357034181.0863","57365366955.0138","65242992306.143","74267288016.5807","85965816870.4127","101214159537.389","123205571812.626","131007005378.819","149407791041.511","181836181668.96","111594796918.321","110886340921.889","100640975715.974","98255385174.2514","","","42490899733.0931","47219047950.437","61982334618.5149","71945123755.2538","72900231304.3353","78267473288.9894","72736499319.4631","68669376116.245","80050782763.3098","75004507712.0759","85772891200.3037","102460834695.999","120652808408.76","143541825757.513","178097914246.139","213231857925.717","231841134507.027","261544930150.364","307879066658.092","342111001422.662","252272098084.844","244863115559.766","242494349308.231","262107148855.809","271900006333.457","178874367436.897","158200951284.312","121148419041.832","",
"Iraq","IRQ","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","2389806776.81322","2729278642.14993","2916491438.87053","3087157477.71542","5012529630.88385","7731798171.35117","9962072468.67592","12355570606.1632","13589569928.8859","15638672536.4037","20177000000","25341333333.3333","35012666666.6667","39753870967.7419","41304193548.3871","40420967741.9355","44033870967.7419","47994193548.3871","52778709677.4194","70886774193.5484","101409677419.355","452061479.346782","346467532.467532","372183259.007347","1459739578.31905","5662656614.09286","4097639591.05718","8150657623.20117","10199782098.3567","10892153673.2837","12274453883.4951","12795337250.3349","14349259925.1898","12779964730.8131","22806861105.9508","28720536684.7826","34421497594.4174","50879972852.1106","63055918301.2855","81855679701.0139","87766724529.9145","101722388888.889","123017733178.169","131605907459.52","137206856346.484","123988467561.064","125322177918.782","126859402364.865","135096219150.285","145514670473.773","","",
"Iceland","ISL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","375695454.545455","478709090.909091","602091547.699977","787036502.829247","1091995997.999","1006859466.49317","1157480375.47346","1530486247.29723","1774046328.05872","2058805445.26376","2414043480.07337","2553121729.7417","2406511354.89617","2079612765.06674","2155169923.36016","2309065570.96635","3034791383.84885","4340825395.84044","4785366857.30227","4383317093.78035","5047646653.10086","5492436407.02892","5682132732.30586","4865413412.38285","4931373733.99443","5581983685.69693","5847948902.25564","5886384704.45375","6673974207.38659","7270608264.56792","7396292294.18948","6419265883.56534","7323440346.40422","9333532153.98454","11166297083.5583","13964880751.0753","14086271459.1052","17195520084.3026","13748618761.7896","10080496771.2297","10484545740.6463","11680231174.1495","11538262365.7173","12387977550.0282","13651561868.7665","12807031664.3386","15029522434.5564","18242804760.9981","19543671914.3227","18462438309.8912","17190323434.7982","",
"Israel","ISR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","6313333333.33333","5610000000","6927500000","10132500000","14512500000","14150000000","13653750000","14960000000","14843529411.7647","18520800000","20878039215.6863","22858070175.4386","24166255144.0329","26564786476.8683","24726006139.1542","23492603274.2387","28777326925.6621","36026797943.0578","42981120145.0998","42268909413.4836","49624637932.7448","55293058224.7378","60523485828.1485","61927250273.8419","70626903457.2083","82163233155.1157","89263080490.021","91400891459.3842","91979950790.7687","92350557286.7599","102153443945.748","104377831514.373","99385669931.1917","103045282931.864","108531291610.888","113311543775.208","122060476008.798","142278933813.685","173891422519.509","164281240495.384","185861261174.52","207577534358.204","203340323923.53","229561417153.83","242217455648.176","231183104069.294","246289921018.599","273482009886.433","288672543757.163","304400284663.725","298137219760.804","",
"Italy","ITA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","83820944857.4969","94170564918.8514","110964482071.713","132916237130.521","148281699910.688","173772482206.406","167887185391.952","192494213298.223","233430358202.145","293804768119.32","363210228351.797","333795728155.34","332197116678.597","342988980112.188","338457172140.181","350102456140.351","493849811663.852","625337602330.445","691342173460.28","723011831780.977","914262542016.807","969118937100.047","1037002622152.4","829827886058.816","854370455091.258","896234636871.508","998943531183.335","953605047748.977","980891379502.621","976735515072.743","897682311428.394","909813433261.104","991689166967.61","1236304578508.82","1411781363494.68","1466680664544.12","1537486409606.47","1728285460745.81","1902568244846.17","1784399409340.9","1736185458715","1857396276020.43","1692662951281.99","1728719080255.14","1732748295221.37","1467086926918.2","1485717126173.82","1551440300778.24","1654069686476.08","1577809987502.74","1486910437751.91","",
"Jamaica","JAM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","533352372.952541","553916561.668767","585490690.186196","618838303.233935","707501189.9762","749265014.699706","772084558.308834","820629660.31483","762630505.220209","852274090.963639","1020520820.83283","1155379442.84342","1517915179.15309","1488142730.49645","2040369596.30404","2419315696.84303","2688153228.46772","2807391816.08184","2161395315.92726","1978977787.85131","2252554114.74121","2631132760.74997","2955316099.69687","3079029189.52489","1967890864.36035","1796297646.8895","2206360144.58359","2597280715.18399","3083044856.61189","3619729659.15817","3578674749.44321","3180118587.97118","2677094741.79344","3776043545.52961","4146993130.00402","5251535907.07442","6038615717.84179","6897400048.0165","7469849521.20383","7544687335.92019","7966742428.29592","8074714705.31325","8648481180.76913","8362373984.47201","8929575209.3233","10456674379.0612","10982935298.9403","12187240758.3514","14441518386.0619","11741061117.868","12961864120.0696","14682740836.0353","15064653666.8252","14385151482.2521","13865578336.7663","13468459380.1135","12886206483.0729","13576468473.6782","14085146832.3097","14211178130.1172","12399324263.9892","",
"Jordan","JOR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","1935843373.49398","2296386273.91436","2948625654.45026","3941391941.39194","4212823094.99832","4773607748.18402","5346382978.7234","5536766730.92812","5491027308.19246","5770146984.28789","6747142857.14286","6896898079.76366","6187550093.50788","4014618865.2976","4117673647.73241","4236304890.58599","5231685789.93822","5269014287.77601","5611134964.93488","5932077625.57078","6565162200.28209","6995486600.84626","7727644569.81664","7848236953.45557","8825669957.68688","9331170662.9055","9496332863.18759","10208180535.9662","11737658674.189","13514104372.3554","15909026798.3075","18352186177.7151","21017532760.3213","21951960563.3803","23115494366.1972","27708656197.1831","30486674366.1972","35233313380.2817","36796939295.7747","37596877042.2535","38506635633.8028","41270104507.0423","43243445633.8028","44858749718.3099","46314840563.3803","",
